cap-diameter,cap-shape,cap-color,does-bruise-or-bleed,gill-color,stem-height,stem-width,stem-color,has-ring,habitat,season
8.19,x,n,TRUE,g,12.22,25.18,w,FALSE,d,a
4.11,x,w,FALSE,r,6.17,7.64,w,FALSE,l,a
7.98,x,n,FALSE,y,6.39,12.02,n,FALSE,h,u
0.87,f,o,FALSE,o,6.13,1.16,o,FALSE,g,a
3.76,f,o,FALSE,w,6.09,5.25,n,FALSE,d,s
6.43,x,g,FALSE,n,6.14,5.58,g,TRUE,d,u
3.22,x,n,FALSE,e,4.53,9.35,n,FALSE,d,a
7.85,x,n,TRUE,y,7.28,16.74,n,TRUE,d,u
4.98,o,g,FALSE,f,5.31,17,n,FALSE,d,s
10.68,f,w,FALSE,w,20.9,13.35,w,TRUE,g,s
9.88,x,n,FALSE,w,5.43,24.42,n,TRUE,d,w
7.92,x,y,TRUE,y,7.19,14.85,y,FALSE,d,u
20.88,x,o,FALSE,n,16.49,36.67,w,FALSE,d,u
5.52,s,y,FALSE,w,6,15.71,g,FALSE,d,w
4.68,c,w,TRUE,r,6.61,12.14,w,FALSE,d,u
6.62,f,n,FALSE,g,6.69,20.19,u,FALSE,g,a
1.4,s,y,FALSE,f,3.9,5.98,y,FALSE,d,a
17.92,p,n,FALSE,w,17,35.52,w,FALSE,d,u
5.31,x,e,TRUE,r,5.41,11.23,e,FALSE,d,a
5.01,f,n,FALSE,n,4.19,12.86,w,TRUE,w,u
19.37,s,w,FALSE,k,7.35,24.67,w,FALSE,d,u
3.29,f,n,FALSE,k,6.23,6.67,w,FALSE,d,u
5.28,f,g,FALSE,w,5.14,9.98,g,FALSE,d,u
5.46,b,g,FALSE,w,7.94,11.94,w,TRUE,d,a
3.23,f,u,FALSE,u,6.1,6.26,u,FALSE,l,a
2.58,b,g,FALSE,g,3.95,2.79,g,FALSE,d,w
9.91,p,n,TRUE,p,9.32,17.55,w,TRUE,d,a
6.59,x,n,FALSE,w,13.13,13.57,n,FALSE,d,u
4.6,f,g,FALSE,w,5.05,7.93,w,FALSE,d,a
6.47,x,n,FALSE,n,5.54,6.29,n,TRUE,d,s
3.41,b,n,FALSE,w,5.04,3.08,y,FALSE,g,a
7.41,x,y,FALSE,w,6.56,16.58,g,FALSE,d,a
4.52,x,w,FALSE,n,7.7,8.05,w,TRUE,g,a
3.26,b,n,FALSE,n,5.65,2.42,w,FALSE,d,w
1.12,x,w,FALSE,w,2.92,1.5,e,FALSE,l,u
1.6,c,n,FALSE,w,5.21,1.34,g,FALSE,d,a
7.62,f,l,FALSE,y,2.11,10.76,w,FALSE,d,a
3.96,f,n,FALSE,o,5.94,7.54,o,FALSE,d,w
5.73,x,y,TRUE,y,7.51,15.03,w,FALSE,d,u
10.81,s,p,TRUE,o,5.9,17.4,w,FALSE,d,a
11.36,x,l,FALSE,w,7.95,23.14,w,FALSE,d,a
2.69,f,n,FALSE,p,5.43,3.08,n,FALSE,l,a
0.83,b,g,FALSE,g,2.48,1.21,w,FALSE,d,s
10.03,p,n,TRUE,p,8.59,16.67,w,TRUE,d,a
7.52,p,n,FALSE,w,7.92,13.96,w,FALSE,d,u
5.71,x,g,FALSE,n,5.48,4.01,w,TRUE,d,w
7.8,s,n,FALSE,w,3.79,17.87,n,FALSE,d,u
12.84,x,n,FALSE,w,11.34,32.44,w,FALSE,d,a
4.9,f,n,FALSE,w,7,10.58,n,FALSE,l,w
3.4,x,n,FALSE,o,5.91,7.11,w,FALSE,d,w
7.39,x,y,FALSE,y,8.95,15.94,y,TRUE,d,u
5.94,f,n,FALSE,w,5.3,9.96,n,FALSE,l,w
7.55,x,w,FALSE,w,5.39,24.45,w,FALSE,m,s
6,s,y,FALSE,f,5.91,15.32,y,FALSE,d,u
11.21,f,b,FALSE,b,4.77,19.75,w,TRUE,d,a
7.58,x,y,TRUE,y,6.76,14.01,y,FALSE,d,a
14.55,x,n,TRUE,w,9.03,16.76,w,TRUE,g,u
12.46,f,y,FALSE,n,8.75,25.58,n,FALSE,d,a
3.47,f,n,FALSE,n,6.63,6.81,w,FALSE,d,u
6.98,x,y,TRUE,y,8.57,13.72,w,FALSE,d,u
14.27,x,n,TRUE,w,9.67,17.11,w,TRUE,d,u
10.96,x,e,FALSE,w,9.52,15.18,n,TRUE,d,a
9.67,x,w,TRUE,g,8.42,16.87,w,TRUE,m,u
8.11,s,w,FALSE,w,3.59,10.26,w,FALSE,g,u
0.81,c,n,TRUE,p,4.65,0.81,n,FALSE,d,u
7.35,x,y,FALSE,w,6.32,16.43,w,FALSE,d,a
3.55,x,n,FALSE,n,4.54,10.3,n,FALSE,d,a
4.01,f,w,FALSE,w,3.45,6.7,w,FALSE,m,w
8.77,o,n,FALSE,w,4.79,25.43,n,FALSE,d,u
4.72,x,n,FALSE,n,5.31,6,o,TRUE,d,w
7.52,s,n,FALSE,g,6.84,17.91,u,FALSE,g,w
8.29,x,y,FALSE,w,4.7,23.19,n,TRUE,d,a
9.23,f,b,FALSE,b,4.97,16.85,w,TRUE,d,a
10.91,s,o,TRUE,o,7.38,19.01,w,FALSE,d,a
4.71,f,y,FALSE,u,6.4,4.13,w,FALSE,d,a
7.11,p,w,FALSE,k,5.84,13.67,w,TRUE,m,u
3.66,b,n,FALSE,w,4.71,3.09,y,FALSE,g,a
5.15,s,n,TRUE,w,4.8,7.2,n,FALSE,d,u
3.19,s,n,FALSE,f,6.37,6.77,y,FALSE,d,a
10.98,s,p,TRUE,o,6.09,17.48,w,FALSE,d,u
3.26,x,y,FALSE,y,3.65,8.04,w,FALSE,d,u
18.85,f,k,FALSE,y,5.1,35.44,n,FALSE,d,a
12.04,x,w,TRUE,g,11.1,18.01,w,TRUE,m,a
7.78,x,n,TRUE,g,10.88,24.15,w,FALSE,d,u
4.69,x,l,FALSE,r,6.76,8.08,r,FALSE,l,u
13.14,s,n,FALSE,k,5.8,20.7,w,FALSE,d,w
8.41,f,u,FALSE,w,4.38,16.06,w,FALSE,d,a
11.54,s,w,TRUE,p,6.9,25.75,w,FALSE,d,a
5.5,x,y,TRUE,y,6.2,14.02,w,FALSE,d,u
1.1,b,g,FALSE,g,3.38,1.88,w,FALSE,d,s
9.77,x,n,TRUE,y,7.33,22.21,n,FALSE,d,u
6.73,s,n,FALSE,w,3.88,22.47,n,FALSE,d,u
5.66,x,n,FALSE,w,4.18,9.49,n,FALSE,d,a
7.03,f,o,FALSE,n,8.71,11.5,o,FALSE,d,a
10.39,f,n,FALSE,u,8.7,23.1,b,FALSE,d,w
6.54,s,b,FALSE,b,6.57,11.7,w,FALSE,d,w
6.05,o,n,FALSE,f,5.9,21.01,n,FALSE,d,s
3.05,x,l,FALSE,g,4.49,5.55,w,TRUE,m,u
8.12,s,n,FALSE,w,4.18,22.31,n,FALSE,d,a
7.26,s,n,FALSE,w,5.75,7.98,w,FALSE,h,a
6.57,x,y,FALSE,y,7.13,14.07,y,TRUE,d,a
1.19,b,y,FALSE,g,3.59,2.56,n,TRUE,g,a
8.74,f,p,FALSE,w,9.13,21.53,w,FALSE,d,u
7.54,x,n,TRUE,n,6.98,16.74,n,TRUE,d,u
1.46,x,g,FALSE,k,5.24,2.63,w,FALSE,g,a
5.23,f,n,FALSE,w,4.86,8.82,n,FALSE,g,a
9.78,x,y,FALSE,w,7.54,19.29,w,FALSE,d,a
0.96,x,n,TRUE,w,6.18,1.2,n,FALSE,d,a
17.09,p,o,FALSE,n,15.36,34.43,w,FALSE,d,a
10.88,x,e,FALSE,w,11.47,16.03,n,TRUE,d,a
13.75,f,w,TRUE,g,9,17.41,w,TRUE,m,u
10.93,f,n,FALSE,b,7.79,20.28,u,FALSE,l,a
13.67,f,g,FALSE,y,2.6,15.09,w,FALSE,d,w
1.23,c,e,TRUE,w,5.83,1.02,n,FALSE,h,u
5.24,x,p,FALSE,g,3.56,12.75,y,FALSE,d,a
5.16,x,y,TRUE,y,6.73,12.36,w,FALSE,d,u
8.45,f,u,FALSE,y,8.83,21.36,y,FALSE,d,a
4.09,x,n,FALSE,o,6.03,6.87,w,FALSE,d,w
5.06,c,g,FALSE,f,4.97,18.71,n,FALSE,d,s
1.56,f,n,FALSE,k,5.37,2.42,w,FALSE,g,s
9.54,s,n,FALSE,g,8.93,21.79,u,FALSE,d,a
3.39,s,y,FALSE,f,7.04,8.57,y,FALSE,d,a
0.98,b,w,FALSE,g,2.56,1.56,w,FALSE,d,u
6.45,x,g,FALSE,y,4.98,8.53,w,FALSE,d,a
7.63,x,e,TRUE,r,6.07,13.85,e,FALSE,d,a
2.07,x,u,FALSE,w,5.9,4.89,w,FALSE,d,u
4.41,b,n,FALSE,p,6.17,4.72,g,FALSE,d,a
7.31,x,n,FALSE,n,8.37,8.27,n,TRUE,g,a
11.54,x,n,TRUE,y,9.56,22.86,n,FALSE,d,u
6.97,f,y,FALSE,w,7.13,26.84,n,TRUE,d,w
20.77,p,e,FALSE,w,14.66,34.98,w,FALSE,d,a
7.45,x,g,FALSE,w,6.89,13.73,w,FALSE,g,a
4.04,f,u,FALSE,w,4.66,6.83,w,FALSE,d,u
5.15,x,w,FALSE,g,6.92,4.07,w,FALSE,d,a
7.6,f,k,FALSE,w,3.68,13.23,w,FALSE,d,u
2.48,f,w,FALSE,w,2.74,4.5,w,FALSE,g,w
7.36,f,n,FALSE,n,8.4,11.04,n,FALSE,d,a
15.86,x,n,TRUE,w,10.63,18.02,w,TRUE,d,a
6.2,x,y,FALSE,w,5.43,13.55,g,FALSE,d,u
6.66,s,y,FALSE,f,4.69,13.78,y,FALSE,d,u
9.13,f,n,FALSE,g,5.21,19.23,u,FALSE,d,a
6.38,f,g,FALSE,g,5.11,10.58,g,FALSE,d,u
9.59,f,b,FALSE,b,4.73,20.49,w,TRUE,d,a
4.21,x,n,FALSE,n,7.99,8.33,w,TRUE,d,u
10.68,f,w,FALSE,k,6.7,19.57,w,FALSE,d,u
11.23,f,n,TRUE,n,8.78,17.29,w,TRUE,m,a
3.74,x,y,FALSE,y,3.8,9.99,w,FALSE,d,a
8.63,f,n,FALSE,w,7.22,11.6,n,FALSE,d,a
3,b,n,FALSE,w,3.83,2.85,y,FALSE,g,u
7.7,x,w,FALSE,w,7.11,32.38,w,FALSE,d,u
5.77,s,n,FALSE,w,4.24,6.76,w,FALSE,l,u
7.37,x,n,FALSE,y,7.25,12.11,n,FALSE,g,u
5.83,s,b,FALSE,b,5.19,12.09,w,FALSE,g,w
1.39,x,g,FALSE,k,4.87,2.28,w,FALSE,d,w
11.77,f,b,FALSE,b,4.93,19.3,w,TRUE,d,a
1.52,f,g,FALSE,g,5.57,2.61,w,FALSE,d,a
6.64,f,n,FALSE,w,5.69,9.44,n,FALSE,l,u
7.93,x,n,TRUE,y,8.03,17.64,n,TRUE,d,a
3.56,f,u,FALSE,u,6.02,5.28,u,FALSE,l,a
10.35,s,w,TRUE,o,4.73,15.37,w,FALSE,d,a
6.29,f,b,FALSE,w,7.15,10.57,n,FALSE,l,w
3.59,f,n,FALSE,p,9.4,4.79,n,FALSE,h,a
0.99,p,g,FALSE,g,3.21,1.63,w,FALSE,d,a
2.56,f,n,TRUE,p,4.83,6.63,n,FALSE,d,u
6.61,x,n,FALSE,n,4.6,12,w,TRUE,w,u
9.09,x,n,TRUE,y,7.03,15.72,n,TRUE,d,u
8.55,f,g,FALSE,y,2.17,11.75,w,FALSE,d,w
6.46,x,n,TRUE,y,7.12,15.84,y,FALSE,d,u
10.84,x,y,TRUE,y,9.77,19,w,FALSE,d,a
4.02,f,n,FALSE,o,6.05,6.99,w,FALSE,d,w
7.4,s,y,FALSE,w,6.42,16.53,g,FALSE,d,u
8.44,s,o,TRUE,o,4.98,15.73,w,FALSE,d,a
6.67,x,n,FALSE,w,5.63,9.92,n,FALSE,d,a
13.87,x,n,TRUE,w,9.93,17.72,w,TRUE,d,u
2.98,f,n,FALSE,p,8.56,3.93,n,FALSE,l,u
9.31,f,l,FALSE,b,8.09,18.04,b,FALSE,l,w
8.37,x,w,FALSE,w,3.69,9.85,w,FALSE,g,a
3.57,b,w,FALSE,w,4.96,3.58,y,FALSE,g,a
7.71,f,o,FALSE,o,6.9,13.51,w,FALSE,g,a
4.05,f,w,FALSE,w,6.53,4.33,w,FALSE,d,a
4.3,o,n,FALSE,f,7.52,52.31,n,FALSE,l,w
6.73,x,y,FALSE,w,6.33,13.14,w,TRUE,d,u
2.38,x,u,FALSE,w,5.5,4.46,w,FALSE,d,u
3.31,x,o,FALSE,e,5.04,6.7,o,FALSE,m,u
2.96,x,y,FALSE,y,3.37,8.76,w,FALSE,d,u
1.43,x,y,FALSE,w,5.73,1.69,y,FALSE,h,a
10.93,f,b,FALSE,b,5.11,21.7,w,TRUE,d,a
9.41,x,e,FALSE,w,8.35,13.04,n,TRUE,d,u
6.66,f,k,FALSE,w,5.92,10.33,g,FALSE,d,a
7.29,x,g,FALSE,w,7.36,15.17,w,FALSE,d,u
4.95,x,w,FALSE,n,6.61,4.08,w,FALSE,d,u
6.79,x,n,FALSE,w,6.32,8.76,n,FALSE,l,w
4.62,x,g,FALSE,y,4.34,7.37,w,FALSE,d,a
4.03,b,w,FALSE,w,4.9,3.23,y,FALSE,g,a
7.3,x,w,FALSE,w,7.45,31.16,w,FALSE,d,u
11.42,f,b,FALSE,b,5.07,20.69,w,TRUE,d,a
9.78,f,g,FALSE,y,2.3,13.48,w,FALSE,d,w
11.43,p,n,TRUE,p,9.01,17.77,w,TRUE,d,a
11.56,s,w,TRUE,p,5.92,24,w,FALSE,d,a
7.13,s,y,FALSE,w,5.43,16.61,w,FALSE,d,a
6.55,f,y,FALSE,w,5.28,15.32,g,FALSE,d,w
2.8,x,b,FALSE,u,7.21,5.08,w,FALSE,d,u
4.19,x,o,FALSE,n,5.3,10.86,e,FALSE,d,u
6.04,c,w,TRUE,r,5.24,11.5,w,FALSE,g,a
10.17,x,l,FALSE,w,7.7,22.63,w,FALSE,d,u
8.06,x,y,FALSE,w,6.75,13.72,y,TRUE,d,u
7.42,f,o,FALSE,n,7.97,10.8,o,FALSE,d,a
2.51,o,n,FALSE,f,5.67,45.99,n,FALSE,l,a
5.66,x,y,FALSE,w,5.76,11.71,y,TRUE,d,u
9.2,f,o,FALSE,n,9.25,13.57,n,FALSE,d,a
6.91,x,y,TRUE,y,7.79,17.51,y,FALSE,d,u
6.02,s,y,FALSE,o,3.96,6.76,y,FALSE,h,a
8.47,f,n,FALSE,w,6.68,10.69,w,FALSE,d,u
2.39,x,b,FALSE,u,6.28,4.5,w,FALSE,d,a
6.1,x,n,FALSE,n,5.01,6.91,n,FALSE,d,a
2.42,b,n,FALSE,n,5.99,2.56,w,FALSE,d,u
7.43,x,y,TRUE,y,7.22,15.57,y,FALSE,d,a
2.82,s,g,TRUE,p,4.24,5.76,g,FALSE,d,u
7.41,s,y,FALSE,w,7.11,16.1,w,FALSE,d,u
9.45,s,w,TRUE,p,5.6,25.4,w,FALSE,d,u
8.6,x,y,FALSE,y,8,13.68,y,TRUE,d,u
8.9,f,n,FALSE,y,9.37,12.1,n,FALSE,d,a
7.18,x,w,FALSE,w,6.27,12.05,w,TRUE,d,a
6.1,x,n,FALSE,w,13.64,11.91,n,FALSE,d,a
6.38,x,n,FALSE,y,7.46,13.16,n,FALSE,g,u
4.85,x,y,TRUE,y,6.44,13.2,w,FALSE,d,a
11.78,f,g,FALSE,y,2.54,14.68,w,FALSE,d,w
8.41,x,w,FALSE,w,5.93,12.15,w,TRUE,d,a
11.74,f,u,FALSE,u,6.63,20.07,b,FALSE,l,w
2.75,b,n,FALSE,n,6.03,2.97,w,FALSE,d,w
21.08,p,n,FALSE,w,30.52,24.32,n,TRUE,m,u
11.72,f,w,FALSE,p,17.35,13.55,w,TRUE,u,u
8.68,f,w,FALSE,w,6.17,28.72,w,FALSE,d,s
5.45,s,y,FALSE,f,3.98,12.45,y,FALSE,d,u
1.15,b,g,FALSE,g,3.4,1.61,w,FALSE,d,u
16.78,p,n,FALSE,w,21.57,18.65,n,TRUE,d,a
2.06,b,n,FALSE,g,4.78,1.98,n,FALSE,d,u
5.36,f,n,FALSE,w,5.77,9.89,w,FALSE,m,a
3.23,s,n,FALSE,f,7.23,8,o,FALSE,d,a
4.49,x,w,FALSE,w,7.78,9.48,n,TRUE,g,a
6.49,x,k,FALSE,w,4.2,14.86,w,FALSE,d,u
16.7,f,y,FALSE,w,10.46,16.84,n,TRUE,d,a
13.35,x,n,TRUE,y,8.42,22.28,n,FALSE,d,u
1.13,p,g,FALSE,g,3.46,1.51,w,FALSE,d,s
10,s,n,FALSE,w,5.65,28.61,n,FALSE,d,a
7.43,x,n,TRUE,r,5.51,12.36,y,FALSE,d,u
4.74,f,y,FALSE,e,6.54,5.41,n,FALSE,l,a
3.24,b,n,FALSE,k,9.26,5.44,w,TRUE,g,a
5.49,f,w,FALSE,k,5.54,12.46,w,TRUE,m,u
6.54,f,w,FALSE,k,16.01,11.86,w,TRUE,g,w
2.64,b,r,FALSE,n,4.83,6.31,w,TRUE,g,u
6.33,x,g,FALSE,n,6.29,4.68,g,TRUE,d,a
12.64,x,y,FALSE,w,9.31,16.33,n,TRUE,d,u
6.33,x,n,FALSE,p,5.75,9.95,n,FALSE,d,u
2.29,f,k,FALSE,w,4.17,2.41,w,FALSE,g,u
11.11,s,w,TRUE,o,6.6,17.77,w,FALSE,d,u
5.54,x,g,FALSE,n,5.4,4.5,w,TRUE,d,u
52.38,o,y,FALSE,y,5.93,38.86,k,FALSE,d,u
3.43,b,n,FALSE,k,6.73,3.35,w,FALSE,d,u
4.19,f,n,FALSE,g,4.24,7.29,w,FALSE,d,a
1.64,f,n,FALSE,g,5.11,2.57,w,FALSE,d,s
5.07,x,y,FALSE,y,4.96,11.82,y,FALSE,d,a
1.21,b,g,FALSE,g,2.99,1.73,w,FALSE,d,a
11.08,s,n,FALSE,y,6.3,21.42,w,FALSE,d,a
6.27,x,n,TRUE,g,10.21,23.95,w,FALSE,d,u
14.17,x,n,TRUE,g,9.63,18.51,w,TRUE,m,a
2.64,b,n,FALSE,k,6.39,2.89,w,FALSE,d,w
3.43,s,n,FALSE,p,7.24,3.95,n,FALSE,l,u
6.39,f,w,FALSE,n,5.5,12.8,w,TRUE,g,a
3.04,f,w,FALSE,p,3.59,2.54,n,FALSE,g,a
0.83,b,n,FALSE,g,3.09,2.39,n,TRUE,m,a
1.6,x,g,FALSE,k,4.91,2.44,w,FALSE,g,w
3.71,s,y,FALSE,f,6.68,7.45,o,FALSE,d,a
6.22,x,y,TRUE,y,8.46,16.31,y,FALSE,d,u
1.84,p,n,FALSE,n,6.19,2.4,y,TRUE,m,u
1.25,c,n,FALSE,g,4.58,1.23,g,FALSE,d,a
4.94,f,g,FALSE,y,4.28,6.56,w,FALSE,d,u
6.89,x,y,TRUE,y,7.89,15.63,w,FALSE,d,u
2.05,x,u,FALSE,u,5.92,4.24,w,FALSE,d,u
2.56,x,b,FALSE,u,4.94,3.94,w,FALSE,d,u
16.5,s,k,FALSE,y,6.36,22.3,w,FALSE,d,w
1.06,b,g,FALSE,g,3.11,1.54,w,FALSE,d,s
6.65,s,n,FALSE,w,5.67,9.22,w,FALSE,h,u
6.94,x,g,TRUE,g,9.7,19.84,w,FALSE,d,u
7.72,x,n,TRUE,n,6.08,16.53,n,TRUE,d,u
3.73,x,o,FALSE,n,4.42,11.25,e,FALSE,d,u
9.19,x,y,FALSE,y,8.51,16.29,y,TRUE,d,a
2.67,b,n,FALSE,n,6.35,2.84,w,FALSE,d,u
10.07,x,y,FALSE,y,6.03,15.93,n,FALSE,d,u
2.82,x,n,FALSE,y,4.26,8.92,y,FALSE,d,a
7.35,f,n,FALSE,w,6.46,11.2,n,FALSE,g,a
8.79,x,n,TRUE,g,12.11,27.73,w,FALSE,d,u
9.07,f,b,FALSE,b,4.96,18.81,w,TRUE,d,a
5.8,x,o,FALSE,o,6.09,11.45,w,FALSE,m,w
18.85,p,n,FALSE,n,14.76,34.58,w,FALSE,d,a
9.15,x,n,FALSE,p,6.6,19.32,u,FALSE,g,w
9.82,s,o,TRUE,o,5.6,17.12,w,FALSE,d,a
8.12,f,b,FALSE,w,2.33,12.94,w,FALSE,d,w
1.24,x,g,FALSE,g,5.08,2.44,w,FALSE,g,s
2.4,x,b,FALSE,w,7.11,4.53,w,FALSE,d,u
8.01,x,g,TRUE,g,11.41,24.28,w,FALSE,d,a
6.69,x,u,FALSE,w,4.97,17.02,w,FALSE,d,u
17.64,f,n,FALSE,w,26.55,19.23,n,TRUE,m,a
11.06,f,g,FALSE,w,2.59,16.36,w,FALSE,d,a
5.93,x,o,FALSE,o,6.62,12.08,w,FALSE,d,a
8.15,f,n,FALSE,w,5.94,10.87,w,FALSE,d,a
9.24,s,y,TRUE,o,5.01,12.81,w,TRUE,d,u
13.52,x,n,FALSE,w,10.07,28.47,n,TRUE,d,a
11.03,s,w,TRUE,o,5.66,16.38,w,FALSE,d,a
6.25,f,y,FALSE,f,6.56,14.49,y,FALSE,d,a
6.24,x,n,FALSE,w,11.82,11.29,w,FALSE,d,u
5.56,s,y,FALSE,f,5.04,14.56,y,FALSE,d,u
19.17,f,n,FALSE,w,27.93,20.56,n,TRUE,m,a
9.89,x,n,FALSE,y,6.5,12.88,n,FALSE,h,u
2.85,x,r,FALSE,u,6.69,7.53,w,TRUE,m,a
6.23,p,n,FALSE,f,7.43,22.82,n,FALSE,l,s
3.52,f,p,TRUE,p,4.45,6.09,g,FALSE,d,a
8.78,x,n,FALSE,y,8.39,12.89,n,FALSE,h,a
4.18,b,g,FALSE,g,6,3.49,n,FALSE,d,u
5.06,p,n,FALSE,f,5.36,15.73,n,FALSE,l,s
4.7,f,g,FALSE,g,4.71,10.08,g,FALSE,d,a
6.51,f,n,FALSE,n,8.78,12.03,n,FALSE,d,a
11.17,p,n,TRUE,p,9.52,18.69,w,TRUE,l,a
9.36,f,w,FALSE,y,2.39,13.62,w,FALSE,d,a
3.74,x,n,FALSE,e,5.04,11.05,y,FALSE,d,a
3.68,x,y,FALSE,o,3.42,7.91,w,FALSE,d,u
10.67,f,w,FALSE,k,27.85,13.72,w,TRUE,u,a
6.84,x,w,FALSE,p,3.38,8.85,w,FALSE,g,a
4.09,f,o,FALSE,y,5.39,4.89,o,FALSE,d,a
0.84,c,e,TRUE,w,5.62,1,n,FALSE,h,u
6.37,x,y,TRUE,y,7.51,16.63,w,FALSE,d,a
4.78,x,l,FALSE,r,6.27,6.62,w,FALSE,d,u
6.94,x,e,TRUE,y,5.54,12.14,y,FALSE,d,a
2.63,x,u,FALSE,w,6.12,4.96,w,FALSE,d,w
9.77,p,n,TRUE,p,8.6,16.91,w,TRUE,d,a
4.4,x,n,FALSE,w,8.06,10.11,n,TRUE,d,a
3.67,x,n,FALSE,n,7.6,6.84,w,TRUE,d,a
2.45,b,y,FALSE,r,4.28,5.18,r,FALSE,d,a
10.32,x,e,FALSE,w,8.91,15.39,n,TRUE,d,u
9.37,f,u,FALSE,w,4.53,15.03,w,FALSE,d,a
3.73,f,w,FALSE,w,3.1,4.68,w,FALSE,m,a
4.69,x,n,FALSE,n,4.94,5.39,n,TRUE,d,w
17.13,p,n,FALSE,y,14.33,62.02,n,FALSE,d,a
10.34,x,n,TRUE,p,8.98,17.16,w,TRUE,d,a
9.04,x,l,FALSE,w,7.38,18.02,w,FALSE,d,a
2.78,b,n,FALSE,k,6.74,3.36,w,FALSE,d,u
5.49,x,g,FALSE,n,6.05,5.27,g,TRUE,d,u
14.79,x,n,TRUE,w,10.78,17.96,w,TRUE,g,a
5.38,o,n,FALSE,f,5.74,24.66,n,FALSE,l,w
11.08,f,g,FALSE,y,2.38,12.42,w,FALSE,d,w
1.19,b,n,FALSE,n,4.68,1.66,n,FALSE,h,u
8.72,p,w,FALSE,p,23.97,12.77,w,TRUE,g,s
11.32,x,y,FALSE,w,7.34,18.89,w,FALSE,d,a
4.56,x,w,FALSE,r,5.43,6.79,w,FALSE,d,u
7.94,s,n,FALSE,p,6.88,20.78,u,FALSE,d,a
6.8,x,w,FALSE,w,6.19,12.9,y,TRUE,d,u
1.86,x,u,FALSE,w,5.39,4.52,w,FALSE,d,w
8.63,f,e,FALSE,w,5.29,23.71,n,TRUE,d,a
6.78,f,g,FALSE,w,2.19,12.59,w,FALSE,d,w
3.25,b,w,FALSE,w,4.69,3.39,y,FALSE,g,u
3.3,f,w,FALSE,w,3.5,5.99,w,FALSE,m,w
11.13,s,n,FALSE,w,4.94,22.53,n,FALSE,d,a
2.3,f,n,FALSE,p,5.94,3.16,n,FALSE,h,u
5.66,x,g,TRUE,g,10.89,23.07,w,FALSE,d,u
8.73,x,n,TRUE,y,8.12,18.15,y,FALSE,d,a
10.95,x,n,FALSE,n,6.78,20.81,p,FALSE,d,w
1.59,c,n,FALSE,g,5.29,1.7,g,FALSE,d,u
8.61,x,b,FALSE,o,6.45,13.7,w,FALSE,d,a
5.32,p,g,FALSE,f,5.15,20.8,n,FALSE,l,s
3.52,x,e,FALSE,e,4.11,4.37,e,FALSE,d,a
5.83,x,o,FALSE,o,6,11.32,w,FALSE,m,w
18.91,f,w,FALSE,w,25.62,22.89,n,TRUE,m,u
3.92,x,n,FALSE,n,5.92,6.44,w,FALSE,d,u
1.78,x,n,FALSE,k,5.17,2.61,n,FALSE,g,u
0.78,b,w,FALSE,g,2.75,1.29,w,FALSE,d,s
9.6,f,b,FALSE,b,5.43,18.65,w,TRUE,d,a
9.12,x,n,TRUE,y,8.34,18.7,n,TRUE,d,a
6.8,x,n,FALSE,p,6.43,11.04,n,FALSE,d,a
6.77,x,b,FALSE,w,7.61,10.46,n,FALSE,l,w
5.69,f,g,FALSE,w,4.61,8.23,w,FALSE,d,u
6.28,p,n,FALSE,w,7.02,13.5,g,FALSE,d,u
9.05,s,y,FALSE,n,6.74,20.13,w,FALSE,d,a
9.32,x,n,FALSE,w,6.42,24.32,n,TRUE,d,a
8.38,f,p,FALSE,w,5.31,19.93,w,FALSE,d,u
8.23,s,p,TRUE,o,5.97,17.13,w,FALSE,d,a
4.5,s,n,FALSE,f,5.65,44.66,n,FALSE,l,a
4.62,x,n,FALSE,o,6.4,7.95,w,FALSE,d,a
4.82,x,n,FALSE,n,5.36,12.4,e,FALSE,d,u
7.06,x,n,TRUE,y,6.94,15.68,y,FALSE,d,a
4.39,x,r,FALSE,r,6.65,7.34,l,FALSE,d,u
11.03,x,n,FALSE,w,8.03,11.81,n,TRUE,d,u
2.99,f,n,FALSE,p,6.47,3.56,n,FALSE,l,a
12.49,s,o,TRUE,o,6.36,18.44,w,FALSE,d,a
1.65,x,n,FALSE,n,2.35,2.81,n,FALSE,h,a
9.74,f,l,FALSE,w,2.27,14.48,w,FALSE,d,a
54.81,o,y,FALSE,y,6.67,22.15,k,FALSE,d,s
3.33,x,u,FALSE,w,6.78,4.69,w,FALSE,d,u
3.28,b,n,FALSE,w,5.21,3.17,y,FALSE,g,a
6.1,s,b,FALSE,b,5.84,12.09,w,FALSE,g,w
7.07,f,o,FALSE,b,5.17,12.2,w,FALSE,d,a
6.56,s,n,FALSE,w,5.28,7.19,w,FALSE,l,a
6.74,c,n,FALSE,w,13.51,12.76,w,FALSE,d,u
2.94,x,n,FALSE,e,3.64,9.47,y,FALSE,d,a
3.97,f,n,FALSE,o,6.4,8.37,w,FALSE,d,w
0.98,x,w,FALSE,w,2.98,1.47,e,FALSE,l,u
4.81,b,n,FALSE,g,5.5,4.11,g,FALSE,d,u
11.71,f,b,FALSE,b,5.37,21.72,w,TRUE,d,a
4.56,x,l,FALSE,r,6.69,7.56,r,FALSE,d,u
7.05,x,g,FALSE,g,7.19,20.08,u,FALSE,d,w
9.07,x,y,FALSE,y,8.98,16.03,y,TRUE,d,a
